user,item
121,71535
121,52973
121,35836
124,33166
124,4776
124,8798
124,7445
124,7143
124,30707
124,3252
124,5464
124,4223
124,2231
129,67087
129,61323
129,72011
129,73266
129,57669
129,69757
129,56715
129,76251
129,68157
129,74458
132,8910
132,32587
132,8917
132,5666
132,6890
132,27706
132,34437
132,7361
132,30793
132,5617
133,64622
133,64575
133,63876
133,72011
133,65130
133,60950
133,71579
133,63082
133,72720
133,73023
135,5957
135,6155
135,6593
135,5620
135,4992
135,4069
135,1013
135,31685
135,4700
135,6944
136,98809
136,89745
136,96079
136,102125
136,95510
136,91500
136,88125
136,87232
136,102445
136,91542
147,2005
147,2273
147,2193
147,2278
147,1343
147,2539
147,1994
147,2161
147,2541
147,8917
152,35836
152,3948
152,34162
152,5299
152,2791
152,1393
152,141
152,30793
152,41569
152,39
154,48774
154,32587
154,4235
154,48394
154,7147
154,46578
154,4878
154,3949
154,5902
154,6711
155,778
155,32587
155,3949
155,7438
155,7323
155,7361
155,4878
155,7147
155,5878
155,4011
162,1580
162,1527
162,3793
162,1240
162,2716
162,5349
162,1097
162,480
162,2916
162,589
163,48394
163,48780
163,46578
163,4878
163,48385
163,54286
163,7147
163,48774
163,4011
163,51662
168,111
168,27773
168,1252
168,4235
168,3683
168,3730
168,1208
168,1206
168,3949
168,923
175,1704
175,6787
175,3147
175,1961
175,2268
175,1784
175,30749
175,3098
175,1213
175,5989
182,8665
182,54286
182,5418
182,59369
182,5010
182,7143
182,5903
182,51662
182,7445
182,59315
189,260
189,1
189,1210
189,589
189,592
189,780
189,1196
189,480
189,110
189,150
190,46578
190,1732
190,56367
190,6711
190,778
190,8784
190,7147
190,7323
190,44195
190,3949
201,4144
201,27834
201,36276
201,5878
201,123
201,6286
201,3569
201,30803
201,4848
201,7327
204,1
204,1210
204,589
204,780
204,260
204,380
204,592
204,590
204,1196
204,150
205,3252
205,5015
205,3173
205,7162
205,5956
205,1619
205,3178
205,1693
205,6879
205,2231
206,4018
206,4025
206,1544
206,6373
206,4447
206,4310
206,1485
206,4270
206,3717
206,788
208,103980
208,100714
208,102753
208,104272
208,105197
208,106100
208,105844
208,105504
208,102800
208,102194
209,89492
209,80489
209,72641
209,80463
209,84392
209,88163
209,81932
209,85881
209,81788
209,88810
211,1580
211,858
211,364
211,733
211,5989
211,1097
211,1961
211,1265
211,316
211,597
213,40815
213,50872
213,54001
213,81834
213,8368
213,88125
213,69844
213,6942
213,73017
213,5218
215,223
215,1517
215,1968
215,2683
215,1923
215,441
215,1732
215,1784
215,2174
215,2997
218,8665
218,35836
218,33166
218,5418
218,34162
218,54286
218,8798
218,40819
218,5989
218,6378
220,70286
220,68358
220,60684
220,1200
220,924
220,68237
220,48774
220,1206
220,68157
220,72998
232,2012
232,2174
232,104
232,2115
232,2011
232,551
232,1080
232,2291
232,1246
232,2797
237,1265
237,1291
237,1036
237,1136
237,2716
237,3578
237,4306
237,586
237,1214
237,454
239,2059
239,1688
239,1566
239,2089
239,48
239,4039
239,2687
239,616
239,1013
239,4700
241,2288
241,1748
241,968
241,1921
241,29
241,4105
241,2455
241,1261
241,6774
241,2076
248,4011
248,2542
248,5995
248,64614
248,3949
248,6870
248,63082
248,30707
248,44199
248,48738
252,1945
252,908
252,913
252,904
252,1252
252,5291
252,930
252,1284
252,3468
252,1207
254,1175
254,778
254,4848
254,1206
254,5878
254,1258
254,7323
254,32587
254,3949
254,1732
258,62081
258,61248
258,60072
258,64969
258,58103
258,59900
258,54004
258,60126
258,59022
258,65230
264,1022
264,2078
264,1029
264,2087
264,1967
264,914
264,2080
264,1907
264,616
264,1032
266,953
266,1035
266,40629
266,7584
266,915
266,1207
266,916
266,905
266,17
266,7669
271,89745
271,94959
271,98809
271,88125
271,99114
271,97913
271,96079
271,104841
271,91529
271,106487
279,112175
279,106696
279,112556
279,109374
279,107141
279,111921
279,104374
279,106487
279,108932
279,112852
284,30707
284,6870
284,3147
284,6
284,1704
284,1090
284,16
284,1266
284,4262
284,3006
285,2087
285,3301
285,3247
285,2394
285,2953
285,1020
285,3396
285,4321
285,2431
285,2478
294,8972
294,4299
294,2420
294,3624
294,3247
294,3301
294,3300
294,3489
294,3555
294,2087
304,32587
304,7438
304,4011
304,68157
304,5989
304,3147
304,74458
304,5418
304,70286
304,44191
312,59369
312,57528
312,36529
312,54286
312,44665
312,7445
312,53972
312,44199
312,60072
312,59315
313,3948
313,8360
313,5218
313,8644
313,4963
313,5349
313,4896
313,6333
313,5816
313,8636
316,6502
316,2232
316,4370
316,924
316,1274
316,6333
316,32
316,3527
316,1214
316,1127
317,55765
317,54503
317,49530
317,54286
317,55820
317,52973
317,48516
317,56367
317,63082
317,51255
318,89745
318,1997
318,99114
318,91529
318,1219
318,1080
318,1333
318,1732
318,1278
318,2985
337,42738
337,6754
337,65682
337,58803
337,60072
337,5574
337,58025
337,31685
337,6383
337,55232
340,44199
340,36529
340,49530
340,5418
340,54997
340,59369
340,55765
340,27831
340,5989
340,7445
342,1265
342,94959
342,104841
342,3578
342,2997
342,106920
342,1193
342,6
342,1961
342,1704
348,89904
348,89492
348,86882
348,90866
348,91077
348,88810
348,78574
348,85881
348,91094
348,98154
351,8949
351,32587
351,7090
351,34153
351,8784
351,33166
351,8464
351,7438
351,5669
351,8874
359,82459
359,85414
359,76251
359,80463
359,79702
359,68237
359,76093
359,82461
359,80489
359,81512
361,1580
361,1721
361,1097
361,5989
361,733
361,597
361,364
361,5418
361,1265
361,500
367,56921
367,60684
367,59369
367,68358
367,70286
367,63113
367,27611
367,60161
367,68791
367,68237
370,112556
370,111759
370,110102
370,117176
370,112852
370,109374
370,112623
370,106002
370,106920
370,107069
372,1258
372,1080
372,1089
372,1136
372,2692
372,778
372,608
372,2542
372,6807
372,4011
375,1230
375,2973
375,55814
375,2730
375,215
375,6440
375,1244
375,6993
375,7934
375,8638
379,1214
379,1200
379,924
379,1240
379,541
379,2288
379,589
379,32
379,1206
379,1199
383,2617
383,1370
383,1544
383,1676
383,1552
383,2353
383,520
383,1485
383,4022
383,6365
387,71264
387,64969
387,69122
387,71520
387,71379
387,72998
387,67087
387,76077
387,60756
387,62434
388,2232
388,3740
388,3300
388,7373
388,27660
388,7360
388,3745
388,2600
388,3000
388,4446
394,66665
394,67997
394,72011
394,63876
394,64575
394,60943
394,68358
394,71464
394,70286
394,71282
395,2087
395,1907
395,2018
395,2078
395,616
395,3489
395,3247
395,107
395,1032
395,2420
398,54286
398,59369
398,5418
398,49530
398,48780
398,59315
398,44199
398,8665
398,91529
398,44191
407,1185
407,1959
407,1635
407,1956
407,1103
407,1958
407,1344
407,2313
407,2067
407,1955
409,2948
409,3916
409,3098
409,8132
409,2949
409,1302
409,1610
409,4223
409,2944
409,2403
413,44694
413,37741
413,39292
413,36517
413,39183
413,43333
413,47629
413,45950
413,33639
413,27878
419,8641
419,5110
419,6188
419,8807
419,63131
419,60756
419,67087
419,61024
419,8528
419,62434
421,59784
421,59369
421,60072
421,60040
421,63113
421,61132
421,59315
421,68358
421,60684
421,69122
422,1580
422,316
422,367
422,364
422,500
422,329
422,1097
422,10
422,595
422,736
425,6783
425,7327
425,7941
425,8154
425,4422
425,4144
425,7234
425,8195
425,5147
425,7820
427,2321
427,1320
427,1673
427,1094
427,3176
427,903
427,1777
427,2302
427,1639
427,1035
430,2410
430,2496
430,2082
430,2376
430,1792
430,3740
430,3087
430,3438
430,3638
430,1687
431,81845
431,76093
431,78499
431,80463
431,74458
431,88125
431,81847
431,67255
431,89492
431,81591
436,778
436,1258
436,4011
436,1080
436,3949
436,2542
436,2692
436,6807
436,7438
436,1259
440,91500
440,89745
440,95510
440,102125
440,91630
440,88744
440,88140
440,87232
440,98809
440,86332
442,56782
442,64839
442,1732
442,55820
442,1245
442,6440
442,4848
442,55814
442,3160
442,57669
448,1219
448,111
448,923
448,1252
448,903
448,1258
448,1230
448,1208
448,1247
448,1228
451,61240
451,70286
451,61236
451,64839
451,68237
451,62511
451,55442
451,68157
451,71464
451,63876
455,74458
455,86320
455,78039
455,81591
455,88129
455,7371
455,81562
455,79357
455,5608
455,74545
457,3160
457,1645
457,1282
457,1997
457,2003
457,1729
457,903
457,1333
457,3033
457,2890
459,1270
459,2858
459,2571
459,47
459,364
459,2959
459,858
459,1198
459,2762
459,733
462,4069
462,5449
462,3248
462,5313
462,6564
462,6156
462,3825
462,6287
462,5507
462,2485
466,66934
466,3000
466,31658
466,76093
466,5971
466,5618
466,60069
466,6350
466,68954
466,5952
469,81845
469,89492
469,67255
469,64614
469,71033
469,63082
469,80463
469,80906
469,63876
469,82459
471,69849
471,64614
471,64575
471,63082
471,64620
471,63876
471,26649
471,52435
471,68358
471,56788
482,88163
482,8533
482,56941
482,56587
482,47099
482,88810
482,72641
482,6942
482,64716
482,49286
485,2353
485,4011
485,1676
485,1552
485,1625
485,3052
485,2542
485,8644
485,1954
485,3527
486,1271
486,339
486,3844
486,539
486,3072
486,3451
486,4912
486,3675
486,1958
486,4062
492,1645
492,1377
492,163
492,70
492,520
492,2167
492,2003
492,1092
492,3033
492,485
500,1258
500,778
500,1732
500,1080
500,1206
500,1288
500,2502
500,1266
500,1245
500,608
503,6548
503,6595
503,4344
503,4369
503,5541
503,5507
503,5574
503,1687
503,4701
503,6059
504,930
504,2935
504,1284
504,950
504,2203
504,5291
504,4432
504,6650
504,6783
504,7013
505,6936
505,8641
505,8807
505,1967
505,2005
505,2144
505,79702
505,79091
505,6188
505,551
508,30812
508,27706
508,8949
508,8917
508,8376
508,8958
508,8981
508,39183
508,36517
508,8970
512,2529
512,3527
512,2985
512,1954
512,1997
512,1320
512,1676
512,1552
512,3081
512,53996
520,1246
520,3147
520,1573
520,4963
520,16
520,2011
520,4995
520,2115
520,4022
520,1682
521,60040
521,60684
521,59315
521,59369
521,56174
521,57640
521,5903
521,53519
521,57368
521,7254
532,27317
532,7982
532,31658
532,48082
532,3000
532,27731
532,37729
532,5618
532,6502
532,52885
534,102125
534,95167
534,95510
534,98809
534,96079
534,94864
534,102445
534,106489
534,91500
534,93840
535,39183
535,33166
535,36517
535,40819
535,34072
535,40583
535,8949
535,8970
535,41997
535,37741
540,1246
540,1080
540,1206
540,1732
540,1258
540,8874
540,7147
540,1682
540,778
540,1653
546,5878
546,7371
546,3556
546,6953
546,4848
546,5992
546,5015
546,1354
546,215
546,5673
548,1101
548,508
548,1079
548,1968
548,1682
548,778
548,1584
548,1246
548,1225
548,2355
557,7438
557,70
557,1377
557,145
557,2542
557,1645
557,3081
557,3994
557,2671
557,2470
563,1097
563,733
563,4848
563,1240
563,288
563,367
563,25
563,231
563,2712
563,1580
571,2011
571,2012
571,2115
571,1573
571,2700
571,1485
571,3147
571,2791
571,1391
571,2291
572,106487
572,98809
572,105504
572,106782
572,106489
572,102125
572,96079
572,104841
572,110102
572,89745
573,111
573,7327
573,7013
573,903
573,1237
573,1219
573,1252
573,5291
573,6783
573,3462
577,89745
577,87232
577,74458
577,91529
577,96079
577,91542
577,84152
577,85414
577,99114
577,91500
578,2571
578,1196
578,260
578,4993
578,2959
578,1580
578,1270
578,6934
578,6365
578,480
586,106487
586,106696
586,105504
586,104374
586,110102
586,106489
586,108932
586,104841
586,104913
586,112175
588,3438
588,2378
588,2471
588,837
588,1100
588,2082
588,765
588,2410
588,2496
588,2046
598,930
598,1284
598,2203
598,1248
598,2186
598,903
598,908
598,922
598,1945
598,1252
604,364
604,1270
604,648
604,153
604,344
604,165
604,595
604,47
604,2571
604,736
609,36517
609,41997
609,40583
609,37741
609,39292
609,39183
609,34072
609,45950
609,37733
609,44199
612,5995
612,7361
612,33166
612,8873
612,3949
612,32587
612,48516
612,4235
612,30749
612,5878
614,108932
614,106696
614,106487
614,109374
614,112175
614,95167
614,106920
614,105504
614,107141
614,104841
617,1201
617,1136
617,1213
617,111
617,1193
617,296
617,1089
617,4226
617,2959
617,2571
619,7293
619,33493
619,3624
619,8972
619,3916
619,1907
619,3489
619,31685
619,2273
619,4299
626,3499
626,4776
626,3552
626,1060
626,4239
626,1466
626,2231
626,3210
626,6796
626,4262
631,112183
631,7327
631,115569
631,112556
631,112290
631,5147
631,26150
631,3415
631,4325
631,108981
633,17
633,1246
633,7147
633,919
633,1307
633,5989
633,1704
633,1961
633,1968
633,1265
637,110102
637,112852
637,111759
637,104841
637,112556
637,101864
637,109374
637,106782
637,106489
637,106920
649,778
649,1258
649,1682
649,2174
649,1220
649,1101
649,2918
649,1079
649,1206
649,1584
650,1701
650,4848
650,5673
650,3812
650,1884
650,2232
650,2076
650,1464
650,3556
650,1078
661,1958
661,3072
661,1271
661,920
661,3451
661,1959
661,1956
661,1247
661,1674
661,4361
662,2700
662,1732
662,1653
662,1391
662,3751
662,1485
662,1641
662,1407
662,1394
662,4027
664,52973
664,48385
664,49272
664,54272
664,45722
664,52245
664,46976
664,54286
664,51255
664,46530
672,56757
672,551
672,235
672,2291
672,37729
672,48082
672,337
672,3081
672,2174
672,1391
689,4369
689,5507
689,6548
689,3717
689,6595
689,1918
689,2273
689,4310
689,7381
689,6541
692,87232
692,89745
692,76093
692,77561
692,76251
692,79702
692,91542
692,86332
692,85414
692,88125
693,7438
693,6874
693,32587
693,4011
693,4878
693,7361
693,6711
693,7147
693,3949
693,2997
694,918
694,1022
694,1028
694,1035
694,2081
694,914
694,2080
694,2096
694,6183
694,7614
700,2321
700,2006
700,2081
700,1777
700,3052
700,1552
700,3948
700,1320
700,3176
700,2001
710,110882
710,112183
710,115569
710,109848
710,112556
710,105197
710,117176
710,103980
710,112290
710,106766
724,1394
724,3671
724,1278
724,1036
724,2791
724,1304
724,1266
724,1732
724,3471
724,223
729,91630
729,88744
729,87306
729,86332
729,91542
729,89745
729,87232
729,88140
729,84954
729,85414
735,98809
735,96079
735,89745
735,91500
735,106487
735,91529
735,104841
735,88125
735,102445
735,91542
737,6188
737,34162
737,5110
737,8641
737,8528
737,6287
737,7293
737,35836
737,2335
737,216
738,31410
738,1266
738,31364
738,27773
738,32587
738,7981
738,1090
738,1258
738,1222
738,2542
739,72011
739,80463
739,69757
739,74458
739,76251
739,71579
739,71464
739,79702
739,72226
739,69122
741,26078
741,46803
741,31260
741,25868
741,31116
741,26464
741,51678
741,25952
741,25916
741,31617
742,48394
742,7147
742,1527
742,46578
742,5989
742,1968
742,5669
742,2918
742,1265
742,8665
744,78499
744,68954
744,73017
744,68358
744,69122
744,50872
744,77561
744,76093
744,88125
744,63082
748,2313
748,1175
748,3000
748,2788
748,6807
748,3362
748,29
748,541
748,741
748,1206
756,63082
756,64716
756,56367
756,60069
756,58559
756,58047
756,56587
756,64969
756,46578
756,48516
763,7143
763,5010
763,6378
763,8665
763,4223
763,8798
763,8644
763,5418
763,4963
763,4776
768,117176
768,110102
768,112623
768,112852
768,112556
768,111360
768,114180
768,111364
768,111759
768,111362
770,902
770,3072
770,2908
770,1271
770,3160
770,1285
770,345
770,1172
770,4979
770,914
774,1246
774,3147
774,5989
774,4995
774,1682
774,1968
774,1961
774,920
774,5418
774,1653
775,1969
775,1971
775,1972
775,3918
775,1983
775,891
775,1980
775,1984
775,2122
775,1992
777,4128
777,8917
777,6323
777,27706
777,1343
777,5630
777,8966
777,33493
777,8623
777,5528
779,1391
779,1485
779,2302
779,1641
779,1407
779,2011
779,104
779,1246
779,1219
779,1380
784,6942
784,52973
784,44195
784,39183
784,40819
784,46976
784,54503
784,8376
784,72011
784,8464
786,5952
786,7153
786,4993
786,4306
786,2762
786,99114
786,2571
786,3578
786,1136
786,1197
787,33166
787,39183
787,41997
787,30707
787,8949
787,37741
787,40819
787,36517
787,8873
787,39292
789,1907
789,1022
789,76093
789,2087
789,1566
789,2096
789,78499
789,2081
789,594
789,81847
804,2161
804,2193
804,2005
804,2455
804,1339
804,2105
804,2080
804,4720
804,1645
804,2021
808,65261
808,1907
808,27731
808,26662
808,31658
808,79091
808,81847
808,52885
808,7099
808,3000
811,6711
811,5878
811,4979
811,8949
811,1230
811,3160
811,5902
811,55814
811,4641
811,2973
827,3114
827,2987
827,778
827,1584
827,2
827,1682
827,1387
827,1101
827,2355
827,1206
828,111759
828,112556
828,112852
828,109487
828,109374
828,5995
828,99114
828,111362
828,112175
828,76093
829,88163
829,88810
829,91077
829,86882
829,86833
829,88405
829,97921
829,90866
829,89904
829,89492
841,48385
841,8665
841,51662
841,45722
841,46578
841,54286
841,5989
841,5669
841,7147
841,1527
843,86320
843,74545
843,90531
843,78574
843,77307
843,85881
843,94896
843,95761
843,78039
843,36276
844,51077
844,42738
844,46335
844,34150
844,53464
844,43928
844,54648
844,39446
844,45722
844,8985
846,48385
846,33166
846,39183
846,8949
846,44191
846,44195
846,45722
846,32587
846,41569
846,30793
847,3361
847,5060
847,3526
847,1956
847,8623
847,2109
847,1095
847,6662
847,1834
847,3685
854,8368
854,40815
854,4896
854,5816
854,8665
854,6333
854,5989
854,8636
854,8360
854,5418
864,96079
864,95510
864,91630
864,94864
864,102125
864,89745
864,98809
864,102445
864,96610
864,87232
865,4878
865,27773
865,3949
865,1206
865,7361
865,32587
865,778
865,7438
865,4848
865,1089
866,106696
866,112175
866,106487
866,103335
866,108932
866,95167
866,106489
866,98243
866,110102
866,103141
868,590
868,3471
868,1997
868,1387
868,480
868,592
868,1333
868,1097
868,1674
868,457
872,3882
872,2335
872,6287
872,6155
872,4890
872,2082
872,3969
872,837
872,4299
872,2485
873,364
873,1270
873,165
873,47
873,648
873,316
873,2028
873,2571
873,153
873,736
878,5878
878,306
878,308
878,307
878,4144
878,44694
878,8973
878,8873
878,8638
878,39183
887,5445
887,5349
887,5952
887,3793
887,7153
887,6874
887,4963
887,6539
887,4886
887,7438
890,539
890,587
890,597
890,454
890,357
890,500
890,10
890,1265
890,292
890,339
891,1250
891,1276
891,953
891,1201
891,1233
891,903
891,913
891,1207
891,1234
891,1262
893,56367
893,79132
893,6942
893,7361
893,46578
893,7147
893,69757
893,63082
893,68954
893,50872
894,48394
894,3949
894,48082
894,4878
894,7361
894,27773
894,55442
894,4011
894,74458
894,68157
898,2011
898,2012
898,597
898,1380
898,2424
898,539
898,2671
898,1088
898,339
898,3408
902,4896
902,40815
902,8368
902,5816
902,54001
902,7147
902,919
902,2174
902,2115
902,3948
910,105504
910,111759
910,107069
910,110102
910,106916
910,112556
910,112852
910,112623
910,107141
910,106100
912,3578
912,5952
912,7153
912,59315
912,4993
912,4306
912,3793
912,1527
912,33794
912,1036
913,4011
913,1258
913,2028
913,5995
913,778
913,2762
913,2692
913,1089
913,3949
913,64614
915,3451
915,6724
915,931
915,1944
915,3095
915,971
915,2067
915,3088
915,1956
915,1238
916,7438
916,32587
916,6874
916,5989
916,59315
916,44191
916,49272
916,5418
916,54286
916,33794
919,2329
919,1213
919,4226
919,7361
919,48516
919,4011
919,2858
919,4973
919,2324
919,30749
923,2716
923,4306
923,3793
923,1527
923,2683
923,1036
923,586
923,2005
923,1517
923,1265
924,74458
924,1732
924,60684
924,1625
924,70286
924,1653
924,2542
924,6502
924,32
924,4011
926,4011
926,1089
926,4878
926,48394
926,2692
926,1258
926,1136
926,1206
926,778
926,2502
932,3671
932,3552
932,3421
932,2502
932,1060
932,8874
932,223
932,1278
932,2804
932,3275
933,5218
933,8360
933,45722
933,4014
933,45517
933,56152
933,1907
933,8665
933,364
933,50872
935,53322
935,56152
935,52975
935,49272
935,52722
935,54286
935,8984
935,51540
935,50872
935,55276
937,7438
937,6874
937,32587
937,4011
937,2542
937,36529
937,44665
937,44199
937,3147
937,49530
940,34437
940,36276
940,27834
940,8949
940,8973
940,33880
940,5878
940,36517
940,33166
940,39183
948,4886
948,6377
948,4963
948,4306
948,6539
948,5989
948,50872
948,5349
948,8368
948,88125
949,741
949,6502
949,1748
949,1274
949,52885
949,8914
949,6283
949,70286
949,27728
949,1653
951,1240
951,589
951,1036
951,1200
951,1214
951,1210
951,32
951,2194
951,110
951,1270
964,102125
964,103042
964,110102
964,102445
964,106072
964,98809
964,106489
964,95510
964,106487
964,98243
969,5608
969,31364
969,52952
969,4848
969,27773
969,74458
969,32587
969,64839
969,55721
969,6953
971,55276
971,55290
971,63876
971,55820
971,56367
971,55118
971,55814
971,53123
971,64614
971,64575
975,99114
975,97304
975,91658
975,94959
975,104841
975,89492
975,96079
975,91529
975,88129
975,89904
979,4022
979,4963
979,6365
979,5418
979,3948
979,86911
979,5989
979,87869
979,79293
979,47200
982,4102
982,55280
982,5110
982,54503
982,60161
982,53519
982,61323
982,56251
982,54995
982,61024
984,1580
984,597
984,1097
984,1721
984,367
984,500
984,539
984,733
984,2762
984,587
990,1265
990,5989
990,4896
990,1073
990,1197
990,8368
990,1291
990,1961
990,1527
990,1136
994,72011
994,63876
994,64575
994,64622
994,63082
994,70293
994,67267
994,71579
994,72641
994,66665
995,7373
995,6934
995,45722
995,45499
995,4896
995,5444
995,6365
995,8644
995,33493
995,8360
997,50
997,48516
997,1213
997,47
997,55765
997,858
997,55820
997,4226
997,2959
997,527
1000,76093
1000,68157
1000,68358
1000,68954
1000,5952
1000,7153
1000,70286
1000,4993
1000,59315
1000,60069
1001,5299
1001,4308
1001,4246
1001,5991
1001,4014
1001,4979
1001,5377
1001,8949
1001,6863
1001,7147
1003,33794
1003,7090
1003,34405
1003,44199
1003,33679
1003,8961
1003,36529
1003,41997
1003,30707
1003,30749
1015,33615
1015,31685
1015,8972
1015,8907
1015,32596
1015,33679
1015,34150
1015,6593
1015,37727
1015,42738
1016,1230
1016,1247
1016,1244
1016,2973
1016,923
1016,1219
1016,1288
1016,3683
1016,6993
1016,2313
1022,60684
1022,56921
1022,70286
1022,3300
1022,5903
1022,68791
1022,68358
1022,68237
1022,6502
1022,68319
1023,1907
1023,79091
1023,2081
1023,81564
1023,81847
1023,1566
1023,2687
1023,33615
1023,72737
1023,48
1024,1961
1024,3408
1024,5989
1024,4308
1024,1704
1024,5669
1024,4246
1024,2396
1024,7147
1024,527
1028,6373
1028,3948
1028,2081
1028,33679
1028,6378
1028,2617
1028,8644
1028,1544
1028,1380
1028,5299
1034,7123
1034,6774
1034,2159
1034,3676
1034,2551
1034,2455
1034,2459
1034,4437
1034,7001
1034,27317
1036,4011
1036,2502
1036,7438
1036,8874
1036,32587
1036,44195
1036,54503
1036,4878
1036,8784
1036,51255
1048,59369
1048,6378
1048,8644
1048,7143
1048,5010
1048,53972
1048,4223
1048,63113
1048,8665
1048,53996
1052,6783
1052,7335
1052,26052
1052,8195
1052,7941
1052,4325
1052,25940
1052,3002
1052,8684
1052,7820
1061,8368
1061,4896
1061,5816
1061,8636
1061,6333
1061,40815
1061,5989
1061,8360
1061,5418
1061,5349
1065,5989
1065,45722
1065,4896
1065,1527
1065,3793
1065,8368
1065,51662
1065,2683
1065,8665
1065,5418
1068,1100
1068,2335
1068,1792
1068,2410
1068,5507
1068,836
1068,3301
1068,1687
1068,6287
1068,4161
1073,3994
1073,3253
1073,2542
1073,1377
1073,2671
1073,3081
1073,1645
1073,3033
1073,3448
1073,2470
1074,950
1074,7831
1074,6254
1074,7584
1074,4184
1074,7834
1074,7832
1074,905
1074,3097
1074,2935
1078,2791
1078,2700
1078,2174
1078,2291
1078,1407
1078,2011
1078,1391
1078,2797
1078,3052
1078,1732
1090,6155
1090,5620
1090,5957
1090,4447
1090,8969
1090,3882
1090,4018
1090,3948
1090,5296
1090,4823
1094,589
1094,110
1094,480
1094,780
1094,150
1094,1
1094,457
1094,356
1094,1210
1094,3578
1106,3265
1106,60684
1106,70286
1106,68358
1106,59315
1106,34405
1106,71535
1106,741
1106,1200
1106,1240
1108,97921
1108,97938
1108,96079
1108,97304
1108,98809
1108,98961
1108,89904
1108,94959
1108,98154
1108,95167
1141,8638
1141,94959
1141,215
1141,81845
1141,48394
1141,68954
1141,99114
1141,48774
1141,63082
1141,46578
1145,1997
1145,1732
1145,1258
1145,1206
1145,4848
1145,1333
1145,1748
1145,3160
1145,2529
1145,1199
1147,2065
1147,1701
1147,2973
1147,1078
1147,1273
1147,2313
1147,2076
1147,3168
1147,1230
1147,3676
1148,1036
1148,1090
1148,2194
1148,1266
1148,1240
1148,3147
1148,2542
1148,1258
1148,2028
1148,1222
1154,1199
1154,903
1154,1084
1154,1333
1154,1233
1154,910
1154,1250
1154,1266
1154,2395
1154,3160
1155,1271
1155,914
1155,1947
1155,3072
1155,838
1155,5299
1155,26084
1155,2125
1155,5991
1155,1035
1158,60684
1158,60069
1158,64839
1158,3949
1158,57669
1158,55765
1158,59369
1158,36529
1158,49530
1158,44665
1163,4002
1163,2478
1163,2087
1163,3396
1163,2420
1163,4321
1163,3247
1163,3809
1163,1020
1163,2109
1164,53125
1164,45447
1164,33679
1164,53996
1164,8644
1164,45722
1164,34048
1164,5218
1164,6537
1164,5459
1165,8966
1165,41285
1165,36517
1165,34437
1165,39183
1165,36276
1165,8981
1165,7151
1165,6890
1165,6538
1166,52975
1166,56941
1166,51084
1166,49286
1166,51834
1166,50685
1166,55267
1166,56949
1166,55052
1166,58047
1168,593
1168,296
1168,356
1168,480
1168,260
1168,1089
1168,318
1168,2571
1168,293
1168,110
1175,52973
1175,53322
1175,56174
1175,54272
1175,52975
1175,54503
1175,53125
1175,53996
1175,45722
1175,55765
1198,31685
1198,33679
1198,8972
1198,7293
1198,33615
1198,8529
1198,27808
1198,30825
1198,34048
1198,36525
1200,68358
1200,70286
1200,64614
1200,60684
1200,72998
1200,68157
1200,63082
1200,68237
1200,64839
1200,59369
1202,49272
1202,32587
